City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,luanda,-8.8368,13.2343,78.8,83,75,2.3,AO,1667619510
273,ouadda,8.0777,22.4007,67.6,54,64,2.1,CF,1667619758
274,de aar,-30.6497,24.0123,58.53,75,0,2.33,ZA,1667619759
275,chimbote,-9.0853,-78.5783,61.81,86,18,7.0,PE,1667619613
276,gravdal,68.1214,13.5031,46.27,82,100,9.06,NO,1667619759
277,muisne,0.6,-80.0333,73.44,79,100,10.07,EC,1667619759
278,beloha,-25.1667,45.05,74.88,74,74,10.22,MG,1667619760
279,kendal,54.3268,-2.7476,48.58,93,100,9.4,GB,1667619761
280,krasnokamensk,50.0979,118.0369,28.8,67,100,6.89,RU,1667619747
281,truro,50.2653,-5.0544,56.16,93,40,10.36,GB,1667619762
282,ilulissat,69.2167,-51.1,26.62,86,100,6.91,GL,1667619762
283,bereda,43.2686,-7.5406,40.41,98,12,1.74,ES,1667619763
284,vanimo,-2.6741,141.3028,86.95,65,88,4.03,PG,1667619763
285,palencia,42.4167,-4.5,37.8,89,7,0.54,ES,1667619763
286,necochea,-38.5473,-58.7368,53.47,77,4,14.85,AR,1667619764
287,namuac,18.6109,121.1657,83.35,73,18,9.31,PH,1667619764
288,jishui,33.7333,115.4,63.91,24,30,7.36,CN,1667619764
289,araguari,-18.6472,-48.1872,66.49,80,50,5.06,BR,1667619765
290,jamame,0.0722,42.7506,78.94,76,37,8.88,SO,1667619765
291,harper,4.375,-7.7169,77.2,86,100,4.29,LR,1667619766
292,jalu,29.0331,21.5482,62.26,55,0,4.59,LY,1667619766
293,fairbanks,64.8378,-147.7164,12.54,88,100,0.0,US,1667619767
294,ojinaga,29.5667,-104.4167,49.57,37,0,3.44,MX,1667619767
295,codrington,-38.2667,141.9667,68.05,60,85,10.25,AU,1667619767
296,sao felix do xingu,-6.6447,-51.995,72.43,96,79,1.45,BR,1667619768
297,shima,24.4478,117.8111,69.82,58,95,7.4,CN,1667619768
298,asyut,27.181,31.1837,60.98,54,75,6.55,EG,1667619769
299,amahai,-3.3333,128.9167,85.89,66,93,6.98,ID,1667619769
300,deputatskiy,69.3,139.9,-4.36,93,98,2.84,RU,1667619769
301,saint george,37.1041,-113.5841,49.95,35,0,6.91,US,1667619625
302,rio grande,-32.035,-52.0986,60.55,84,0,12.8,BR,1667619770
303,eureka,40.8021,-124.1637,57.2,92,100,1.99,US,1667619477
304,kristiinankaupunki,62.2743,21.376,38.91,90,78,14.09,FI,1667619770
305,east london,-33.0153,27.9116,67.14,94,75,13.8,ZA,1667619771
306,jiexiu,37.0244,111.9125,55.85,47,14,2.51,CN,1667619771
307,antofagasta,-23.65,-70.4,60.08,82,47,4.07,CL,1667619594
308,mirnyy,62.5353,113.9611,12.24,85,100,15.99,RU,1667619773
309,longyearbyen,78.2186,15.6401,28.24,93,75,1.14,SJ,1667619774
310,emerald,-23.5333,148.1667,80.74,41,100,17.27,AU,1667619629
311,umm lajj,25.0213,37.2685,74.43,64,97,4.72,SA,1667619774
312,sao filipe,14.8961,-24.4956,79.41,62,61,8.9,CV,1667619775
313,biltine,14.5333,20.9167,70.21,25,83,7.18,TD,1667619776
314,ruyigi,-3.45,30.3167,58.33,88,100,1.79,BI,1667619776
315,tiarei,-17.5333,-149.3333,73.42,95,100,12.21,PF,1667619777
316,warri,5.5167,5.75,75.15,93,100,0.78,NG,1667619777
317,pemangkat,1.1667,108.9667,85.6,62,100,4.94,ID,1667619777
318,saint-paul,-21.0096,55.2707,81.0,88,59,1.81,RE,1667619778
319,rio gallegos,-51.6226,-69.2181,55.45,67,0,6.91,AR,1667619778
320,tuatapere,-46.1333,167.6833,54.46,54,35,13.51,NZ,1667619778
321,moose factory,51.2585,-80.6094,32.0,93,75,5.75,CA,1667619779
322,guaduas,5.0669,-74.595,64.99,93,100,2.04,CO,1667619779
323,davidson,36.1501,-86.7833,70.56,55,20,17.27,US,1667619780
324,rawah,34.4816,41.9093,60.98,40,0,1.83,IQ,1667619780
325,madison heights,42.4859,-83.1052,68.14,68,0,11.5,US,1667619761
326,constantine,36.365,6.6147,54.81,66,40,12.66,DZ,1667619780
327,salta,-24.7859,-65.4117,57.58,42,0,6.91,AR,1667619564
328,college,64.8569,-147.8028,12.52,89,100,4.61,US,1667619781
329,klaksvik,62.2266,-6.589,43.72,86,99,17.36,FO,1667619781
330,caluquembe,-13.7833,14.6833,57.78,93,100,3.31,AO,1667619781
331,kaeo,-35.1,173.7833,70.32,57,6,3.11,NZ,1667619782
332,bassar,9.25,0.7833,72.88,72,80,1.81,TG,1667619782
333,hasaki,35.7333,140.8333,61.29,68,100,14.47,JP,1667619783
334,apac,1.9756,32.5386,64.31,92,75,2.33,UG,1667619783
335,vao,-22.6667,167.4833,75.31,86,62,20.04,NC,1667619783
336,chaumont,48.1167,5.1333,42.37,98,54,3.85,FR,1667619784
337,la ronge,55.1001,-105.2842,25.05,86,75,5.75,CA,1667619784
338,santa maria,-29.6842,-53.8069,54.7,82,0,8.05,BR,1667619784
339,matamoros,25.5333,-103.25,77.11,18,0,9.22,MX,1667619785
340,port hawkesbury,45.6169,-61.3485,56.32,75,0,10.36,CA,1667619785
341,lompoc,34.6391,-120.4579,54.84,66,0,9.22,US,1667619614
342,curitibanos,-27.2828,-50.5844,45.63,96,27,4.23,BR,1667619786
343,jena,50.9333,11.5833,46.65,88,100,6.44,DE,1667619786
344,gaoua,10.2992,-3.2508,73.8,43,88,1.72,BF,1667619787
345,montrose,38.4166,-108.2673,22.41,76,15,3.6,US,1667619762
346,oranjemund,-28.55,16.4333,59.92,90,31,4.5,NA,1667619787
347,sechura,-5.5569,-80.8222,62.69,80,37,10.51,PE,1667619787
348,fort nelson,58.8053,-122.7002,9.99,79,75,11.5,CA,1667619702
349,poli,-3.3333,36.8,57.47,77,50,2.66,TZ,1667619788
350,coahuayana,18.7333,-103.6833,74.97,93,6,2.46,MX,1667619789
351,aksu,41.1231,80.2644,50.43,32,100,1.88,CN,1667619789
352,inta,66.0317,60.1659,11.32,85,97,8.14,RU,1667619790
353,golfito,8.639,-83.166,73.15,99,100,2.08,CR,1667619790
354,sistranda,63.7256,8.834,49.96,78,100,8.75,NO,1667619791
355,innisfail,-17.5333,146.0333,79.83,60,87,10.33,AU,1667619791
356,anadyr,64.75,177.4833,19.9,79,20,6.71,RU,1667619792
357,hofn,64.2539,-15.2082,37.49,73,76,11.79,IS,1667619792
358,nyuksenitsa,60.4128,44.2397,21.6,97,32,3.13,RU,1667619793
359,qasigiannguit,68.8193,-51.1922,26.85,92,90,5.1,GL,1667619794
360,nanortalik,60.1432,-45.2371,32.27,76,48,4.0,GL,1667619794
361,paragominas,-2.9667,-47.4833,70.86,98,100,4.29,BR,1667619794
362,farmington,36.7281,-108.2187,36.28,56,0,10.36,US,1667619609
363,kashi,39.4547,75.9797,47.41,39,20,4.47,CN,1667619795
364,airai,-8.9266,125.4092,78.57,46,100,2.06,TL,1667619795
365,malakal,9.5334,31.6605,73.24,46,1,3.31,SS,1667619796
366,izhma,65.0083,53.9113,10.9,92,94,3.29,RU,1667619796
367,kahului,20.8947,-156.47,87.82,64,0,18.41,US,1667619797
368,bondo,3.8146,23.6866,68.09,100,100,1.07,CD,1667619797
369,surdulica,42.6906,22.1708,54.99,66,100,4.9,RS,1667619798
370,vung tau,10.346,107.0843,82.36,71,80,16.75,VN,1667619798
371,bambari,5.768,20.6757,69.26,93,74,2.3,CF,1667619799
372,nizhneangarsk,55.7833,109.55,27.81,66,35,1.77,RU,1667619799
373,fort stewart,31.8722,-81.61,69.75,68,0,4.61,US,1667619799
374,martin,27.0837,-80.4164,78.91,87,38,7.4,US,1667619800
375,marsh harbour,26.5412,-77.0636,79.18,64,35,20.87,BS,1667619800
376,whitianga,-36.8333,175.7,68.04,47,0,10.45,NZ,1667619801
377,shitanjing,39.2342,106.3439,43.74,40,74,7.23,CN,1667619801
378,alta floresta,-9.8756,-56.0861,75.09,59,100,3.0,BR,1667619802
379,kiama,-34.6833,150.8667,73.26,63,50,7.0,AU,1667619802
380,mayskiy,47.6931,40.1025,38.61,91,34,2.46,RU,1667619802
381,sabha,27.0377,14.4283,61.32,47,8,2.39,LY,1667619803
382,usinsk,65.9939,57.5281,13.21,84,100,7.54,RU,1667619803
383,brufut,13.3814,-16.7518,73.49,94,0,3.44,GM,1667619804
384,cabedelo,-6.9811,-34.8339,77.67,84,100,4.94,BR,1667619804
385,imbituva,-25.23,-50.6044,46.13,98,2,2.73,BR,1667619805
386,melfort,52.8667,-104.6177,21.33,93,78,5.75,CA,1667619805
387,isernia,41.6002,14.2382,51.53,93,100,5.06,IT,1667619805
388,eydhafushi,5.1033,73.0708,80.96,73,64,2.26,MV,1667619806
389,dhidhdhoo,6.8833,73.1,81.12,67,66,1.14,MV,1667619807
390,ploemeur,47.7333,-3.4333,53.82,89,100,3.44,FR,1667619807
391,mackenzie,55.2999,-123.1698,32.22,86,100,2.3,CA,1667619807
392,pangnirtung,66.1451,-65.7125,9.97,94,97,3.33,CA,1667619808
393,kiri buru,22.0833,85.35,78.3,50,0,1.7,IN,1667619808
394,timra,62.487,17.3257,46.08,87,100,17.27,SE,1667619808
395,terrasini,38.146,13.0844,61.21,72,98,3.0,IT,1667619809
396,puro,12.4841,123.3827,85.98,67,43,8.66,PH,1667619809
397,amherst,41.3978,-82.2224,66.45,66,0,10.36,US,1667619627
398,hohhot,40.8106,111.6522,43.09,39,0,2.24,CN,1667619812
399,knysna,-34.0363,23.0471,64.94,96,85,1.77,ZA,1667619812
400,nhulunbuy,-12.2333,136.7667,92.01,52,40,16.11,AU,1667619812
401,pirgos,35.1167,25.7178,66.06,62,0,6.13,GR,1667619813
402,esperance,-33.8667,121.9,63.16,62,44,12.73,AU,1667619813
403,awbari,26.5921,12.7805,61.47,47,33,3.78,LY,1667619814
404,sakaiminato,35.55,133.2333,55.33,94,75,14.97,JP,1667619814
405,wellington,-41.2866,174.7756,65.59,67,20,19.57,NZ,1667619595
406,rabo de peixe,37.8,-25.5833,68.27,100,20,13.8,PT,1667619814
407,kidal,18.4411,1.4078,71.44,20,0,11.61,ML,1667619815
408,caravelas,-17.7125,-39.2481,72.21,72,98,13.67,BR,1667619815
409,toamasina,-18.1667,49.3833,69.8,94,20,0.0,MG,1667619815
410,shingu,33.7333,135.9833,66.15,49,4,4.16,JP,1667619816
411,muravlenko,63.7898,74.523,12.81,100,94,6.62,RU,1667619816
412,edirne,41.6772,26.556,53.29,92,94,3.47,TR,1667619816
413,los alamos,35.8881,-106.307,32.38,48,0,6.91,US,1667619817
414,gwadar,25.1216,62.3254,77.97,66,19,3.98,PK,1667619818
415,mogadishu,2.0371,45.3438,78.67,83,40,10.36,SO,1667619660
416,mecca,21.4267,39.8261,75.74,51,95,1.16,SA,1667619819
417,kharhial,20.2833,82.7667,75.56,51,0,1.34,IN,1667619820
418,north bend,43.4065,-124.2243,59.92,99,100,21.85,US,1667619820
419,pozo colorado,-23.4923,-58.7972,63.28,70,1,4.25,PY,1667619820
420,urusha,54.05,122.9,23.31,60,73,3.29,RU,1667619821
421,bathsheba,13.2167,-59.5167,81.21,89,40,14.97,BB,1667619821
422,huntington,38.4193,-82.4452,70.7,66,0,9.22,US,1667619741
423,mantua,45.1667,10.7833,52.36,75,50,1.99,IT,1667619823
424,naze,28.3667,129.4833,68.92,61,5,15.41,JP,1667619823
425,saint-augustin,51.226,-58.6502,41.52,95,80,10.74,CA,1667619823
426,popondetta,-8.7537,148.2534,90.07,55,97,6.26,PG,1667619824
427,langxiang,46.95,128.8833,32.77,44,18,7.02,CN,1667619824
428,diamantino,-14.4086,-56.4461,65.19,61,5,1.95,BR,1667619824
429,alofi,-19.0595,-169.9187,80.49,65,57,17.27,NU,1667619825
430,bereznik,62.8551,42.7072,26.35,90,87,2.46,RU,1667619825
431,altar,30.7,-111.8167,58.44,28,6,8.55,MX,1667619826
432,san cristobal,7.7669,-72.225,71.78,97,100,1.7,VE,1667619826
433,kaoma,-14.7833,24.8,61.34,86,84,3.85,ZM,1667619826
434,phalodi,27.1333,72.3667,84.96,20,32,11.34,IN,1667619827
435,sao jose da coroa grande,-8.8978,-35.1478,73.71,92,100,9.6,BR,1667619827
436,tarko-sale,64.9225,77.785,13.08,98,87,5.84,RU,1667619827
437,elat,29.5581,34.9482,66.04,59,20,6.91,IL,1667619828
438,angoram,-4.0625,144.0661,85.66,79,72,1.63,PG,1667619828
439,toktogul,41.8708,72.9402,47.32,97,100,0.22,KG,1667619546
440,coruripe,-10.1256,-36.1756,71.47,93,100,6.31,BR,1667619829
441,kundian,32.4587,71.4775,78.28,30,96,1.61,PK,1667619829
442,aykhal,66.0,111.5,6.42,96,96,5.03,RU,1667619829
443,livingston,55.9029,-3.5226,45.48,96,75,4.61,GB,1667619830
444,tirumullaivasal,11.2333,79.8333,82.44,74,78,9.44,IN,1667619830
445,rapar,23.5667,70.6333,84.13,41,22,5.44,IN,1667619830
446,homer,59.6425,-151.5483,28.29,41,75,9.22,US,1667619831
447,gat,31.61,34.7642,63.39,69,1,5.55,IL,1667619831
448,villarrica,-25.75,-56.4333,59.14,80,7,2.95,PY,1667619831
449,los altos,37.3852,-122.1141,58.32,87,0,9.22,US,1667619833
450,bud,39.447,-86.1758,67.68,66,63,15.9,US,1667619833
451,cabo san lucas,22.8909,-109.9124,71.91,78,0,3.44,MX,1667619581
452,mercedes,-34.6515,-59.4307,61.65,87,0,9.46,AR,1667619834
453,tual,-5.6667,132.75,85.26,69,81,11.65,ID,1667619834
454,santa cruz cabralia,-16.2781,-39.0247,66.43,88,100,10.36,BR,1667619835
455,tabas,33.5959,56.9244,64.85,41,3,1.79,IR,1667619835
456,bandarbeyla,9.4942,50.8122,78.82,76,17,8.7,SO,1667619835
457,faya,18.3851,42.4509,55.92,72,54,3.15,SA,1667619836
458,edgewater,28.9889,-80.9023,76.01,76,1,11.63,US,1667619836
459,honningsvag,70.9821,25.9704,38.95,87,100,4.61,NO,1667619836
460,hualmay,-11.0964,-77.6139,61.65,86,11,7.07,PE,1667619837
461,poso,-1.3959,120.7524,86.68,65,100,6.46,ID,1667619837
462,komsomolskiy,40.4272,71.7189,52.52,87,75,6.91,UZ,1667619838
463,marmarion,38.0484,24.3204,67.15,77,5,5.99,GR,1667619838
464,malayal,7.208,121.942,87.6,70,93,4.72,PH,1667619838
465,nyurba,63.2842,118.3319,14.2,90,88,6.69,RU,1667619839
466,bahia blanca,-38.7196,-62.2724,68.29,34,92,14.58,AR,1667619588
467,poum,-20.2333,164.0167,79.18,79,39,14.38,NC,1667619839
468,krasnoselkup,65.7,82.4667,15.3,97,94,8.68,RU,1667619840
469,lavrentiya,65.5833,-171.0,15.26,78,2,11.16,RU,1667619840
470,tandalti,13.0167,31.8667,74.44,23,1,9.84,SD,1667619840
471,caceres,39.522,-6.3748,46.42,62,26,3.36,ES,1667619841
472,senekal,-28.3197,27.6208,57.27,89,1,5.35,ZA,1667619841
473,elliot lake,46.3834,-82.6331,53.31,99,100,3.04,CA,1667619672
474,kipini,-2.5257,40.5262,75.49,80,42,7.7,KE,1667619841
475,ambanja,-13.6833,48.45,76.93,79,10,1.34,MG,1667619842
476,shahrud,36.4182,54.9763,51.57,45,0,2.55,IR,1667619842
477,keskin,39.6731,33.6136,45.19,65,100,3.96,TR,1667619843
478,point fortin,10.1833,-61.6833,75.88,86,99,6.98,TT,1667619843
479,ambulu,-8.345,113.6058,83.88,77,100,5.03,ID,1667619843
480,port shepstone,-30.7414,30.455,69.1,79,24,8.46,ZA,1667619844
481,sorland,67.667,12.6934,48.06,84,100,10.94,NO,1667619844
482,yuli,9.6989,10.2744,69.69,35,77,5.37,NG,1667619845
483,copiapo,-27.3667,-70.3333,53.29,62,1,1.32,CL,1667619846
484,riyadh,24.6877,46.7219,66.34,56,88,8.95,SA,1667619846
